code,name,industry,market_cap,roe,growth,turnover,ret_past,ret_future,roe_mean,roe_std,growth_mean,growth_std,turnover_mean,turnover_std,ret_past_mean,ret_past_std,roe_score,growth_score,turnover_score,ret_past_score,alpha
000605.SZ,渤海股份,电力及公用事业,3223299604.00,2.91,-47.48,38.21,-21.34,-12.25,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.81,-0.38,0.13,1.88,0.21
000685.SZ,中山公用,电力及公用事业,12700708732.11,5.65,-35.22,19.05,-0.58,-1.63,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.43,-0.34,0.63,-0.28,-0.10
000690.SZ,宝新能源,电力及公用事业,15905740271.22,5.34,348.28,17.30,-10.64,-6.43,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.47,0.92,0.68,0.77,0.47
000695.SZ,滨海能源,电力及公用事业,2501381289.14,10.41,171.52,29.54,4.16,-21.49,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.23,0.34,0.36,-0.78,0.04
000711.SZ,京蓝科技,电力及公用事业,6193190286.80,2.39,-64.70,80.15,-16.67,-6.45,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.88,-0.44,-0.99,1.40,-0.23
000720.SZ,新能泰山,电力及公用事业,7312320954.54,65.15,291.58,54.29,2.53,-7.76,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,3.00,0.73,-0.30,-0.61,0.71
000722.SZ,湖南发展,电力及公用事业,3685416759.08,3.36,-4.91,69.94,-10.99,-7.16,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.74,-0.24,-0.71,0.80,-0.22
000767.SZ,漳泽电力,电力及公用事业,8800054746.34,4.32,102.42,16.27,-2.39,-5.94,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.61,0.11,0.71,-0.09,0.03
000791.SZ,甘肃电投,电力及公用事业,5655838988.80,8.32,89.45,29.52,-8.16,5.29,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.06,0.07,0.36,0.51,0.22
000826.SZ,启迪环境,电力及公用事业,16079705532.16,4.33,-45.66,47.94,-27.44,-12.81,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.61,-0.37,-0.13,2.52,0.35
000875.SZ,吉电股份,电力及公用事业,7082836134.00,1.56,185.46,79.10,7.14,-8.18,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.99,0.38,-0.96,-1.09,-0.66
000883.SZ,湖北能源,电力及公用事业,26094872438.86,7.00,-8.19,6.18,-4.30,1.75,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.24,-0.25,0.98,0.10,0.15
000899.SZ,赣能股份,电力及公用事业,5463795456.00,4.13,1045.91,15.15,0.00,-4.61,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.64,3.00,0.74,-0.34,0.69
000920.SZ,南方汇通,电力及公用事业,3591220000.00,10.31,-17.79,49.17,15.47,-11.87,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.22,-0.28,-0.16,-1.96,-0.55
000958.SZ,东方能源,电力及公用事业,7826139904.60,5.30,20.11,149.47,31.73,-10.42,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.48,-0.16,-2.82,-3.00,-1.61
000966.SZ,长源电力,电力及公用事业,6117728121.60,6.29,277.13,84.10,33.66,-5.07,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.34,0.68,-1.09,-3.00,-0.94
000967.SZ,盈峰环境,电力及公用事业,22710786208.28,9.87,75.43,11.20,3.01,-9.61,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.16,0.02,0.84,-0.66,0.09
002034.SZ,旺能环境,电力及公用事业,7252397433.45,8.80,15.48,36.23,-4.60,-11.12,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.01,-0.17,0.18,0.14,0.04
002039.SZ,黔源电力,电力及公用事业,4315283094.06,14.74,1.33,15.35,-1.60,-2.48,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.83,-0.22,0.73,-0.18,0.29
002267.SZ,陕天然气,电力及公用事业,8996690350.05,7.20,2.36,19.66,-3.92,-1.24,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.21,-0.22,0.62,0.07,0.06
002340.SZ,格林美,电力及公用事业,20090482193.32,8.39,19.35,54.03,-3.97,-6.61,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.05,-0.16,-0.29,0.07,-0.11
002479.SZ,富春环保,电力及公用事业,5006960000.00,3.80,-57.34,55.21,2.38,-5.35,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.68,-0.41,-0.32,-0.59,-0.50
002573.SZ,清新环境,电力及公用事业,9093498361.00,11.81,-15.94,30.83,-10.05,-9.51,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.43,-0.28,0.32,0.71,0.29
002658.SZ,雪迪龙,电力及公用事业,4972199433.24,8.93,-15.47,41.94,-3.86,-6.45,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.03,-0.28,0.03,0.06,-0.04
002672.SZ,东江环保,电力及公用事业,9817870791.95,10.50,-14.32,21.16,-2.65,-9.40,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.24,-0.27,0.58,-0.07,0.12
002700.SZ,新疆浩源,电力及公用事业,3780720576.00,7.05,-6.31,66.87,-13.02,-3.12,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.23,-0.25,-0.63,1.02,-0.02
002893.SZ,华通热力,电力及公用事业,2126324200.00,7.01,-27.25,87.28,6.20,10.06,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.24,-0.31,-1.17,-0.99,-0.68
002911.SZ,佛燃股份,电力及公用事业,8934920000.00,14.55,1.18,27.29,-5.90,-3.61,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.80,-0.22,0.42,0.27,0.32
300012.SZ,华测检测,电力及公用事业,16525581218.58,10.37,105.28,27.05,13.30,-8.42,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.23,0.12,0.42,-1.73,-0.24
300070.SZ,碧水源,电力及公用事业,27913525103.24,6.75,-47.84,44.33,-5.54,-13.98,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.28,-0.38,-0.04,0.23,-0.11
300137.SZ,先河环保,电力及公用事业,5152154342.50,15.21,33.91,57.82,-13.67,-14.87,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.90,-0.11,-0.39,1.08,0.37
300172.SZ,中电环保,电力及公用事业,3054870000.00,9.72,2.05,40.09,-5.34,-5.98,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.14,-0.22,0.08,0.21,0.05
300190.SZ,维尔利,电力及公用事业,4828115335.12,6.43,71.33,27.76,-2.69,-6.17,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.32,0.01,0.40,-0.06,0.01
300203.SZ,聚光科技,电力及公用事业,11521093004.00,18.11,33.16,37.97,-7.42,-13.04,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,1.30,-0.12,0.13,0.43,0.44
300262.SZ,巴安水务,电力及公用事业,5729514021.45,5.52,-11.61,63.00,6.34,-9.01,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.44,-0.26,-0.53,-1.01,-0.56
300332.SZ,天壕环境,电力及公用事业,4295380191.92,2.43,-73.80,75.54,-14.54,-1.23,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.87,-0.47,-0.86,1.17,-0.26
300334.SZ,津膜科技,电力及公用事业,2388828381.96,0.72,127.07,50.26,-21.08,-6.74,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-1.11,0.19,-0.19,1.86,0.19
300335.SZ,迪森股份,电力及公用事业,2616629010.45,12.32,-18.43,125.25,-3.09,-10.27,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.50,-0.28,-2.18,-0.02,-0.50
300385.SZ,雪浪环境,电力及公用事业,3051668798.50,3.86,-49.89,43.33,26.42,-13.09,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.67,-0.39,-0.01,-3.00,-1.02
300388.SZ,国祯环保,电力及公用事业,5783433589.50,13.57,49.53,33.39,0.00,-12.00,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.67,-0.06,0.25,-0.34,0.13
300422.SZ,博世科,电力及公用事业,4017294044.31,17.48,59.73,68.88,-3.59,-11.43,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,1.21,-0.03,-0.69,0.03,0.13
300425.SZ,中建环能,电力及公用事业,3878822474.37,9.06,47.15,42.29,3.43,-9.60,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.05,-0.07,0.02,-0.70,-0.18
300569.SZ,天能重工,电力及公用事业,2748219840.00,5.96,18.63,84.33,-16.88,-6.43,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.38,-0.16,-1.10,1.42,-0.06
300664.SZ,鹏鹞环保,电力及公用事业,4948800000.00,6.41,-23.72,35.39,-8.76,0.10,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.32,-0.30,0.20,0.57,0.04
300692.SZ,中环环保,电力及公用事业,2116866150.00,8.34,18.85,86.66,-7.43,-6.65,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.06,-0.16,-1.16,0.43,-0.24
600008.SH,首创股份,电力及公用事业,22230102489.37,4.79,16.16,15.15,-6.24,-10.50,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.55,-0.17,0.74,0.31,0.08
600011.SH,华能国际,电力及公用事业,94476070142.70,1.81,20.79,8.86,2.90,-3.70,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.96,-0.16,0.91,-0.65,-0.21
600021.SH,上海电力,电力及公用事业,22533783736.17,19.33,125.99,10.66,-4.65,-3.60,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,1.47,0.19,0.86,0.14,0.66
600023.SH,浙能电力,电力及公用事业,64467270543.12,6.62,-8.78,4.35,-2.67,-1.69,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.29,-0.25,1.02,-0.07,0.10
600025.SH,华能水电,电力及公用事业,73620000000.00,13.87,155.19,12.29,-0.24,-1.22,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.71,0.28,0.81,-0.32,0.37
600027.SH,华电国际,电力及公用事业,38739757769.22,3.62,192.79,18.01,-4.82,-5.54,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.71,0.41,0.66,0.16,0.13
600098.SH,广州发展,电力及公用事业,16820632762.86,4.34,-11.20,5.41,-3.89,-0.97,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.61,-0.26,1.00,0.06,0.05
600101.SH,明星电力,电力及公用事业,2904643633.92,4.72,-2.89,42.54,0.34,-6.70,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.56,-0.23,0.01,-0.38,-0.29
600116.SH,三峡水利,电力及公用事业,8758308527.64,7.63,-31.53,27.84,-8.12,-7.94,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.15,-0.33,0.40,0.50,0.11
600131.SH,岷江水电,电力及公用事业,8660870162.90,8.68,29.99,121.94,-7.88,-11.47,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.01,-0.13,-2.09,0.48,-0.44
600167.SH,联美控股,电力及公用事业,23778841623.04,19.93,26.14,7.51,-0.22,-7.99,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,1.55,-0.14,0.94,-0.32,0.51
600168.SH,武汉控股,电力及公用事业,5108901782.40,5.71,-13.06,21.87,3.90,-1.11,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.42,-0.27,0.56,-0.75,-0.22
600187.SH,国中水务,电力及公用事业,5160277599.36,0.30,-38.43,39.13,-8.50,-10.90,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-1.17,-0.35,0.10,0.54,-0.22
600217.SH,中再资环,电力及公用事业,9095721572.10,20.40,32.47,22.04,6.33,-0.92,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,1.61,-0.12,0.56,-1.00,0.26
600236.SH,桂冠电力,电力及公用事业,35895135836.80,16.47,-0.01,2.80,1.37,2.03,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,1.07,-0.22,1.07,-0.49,0.36
600283.SH,钱江水利,电力及公用事业,4341847823.40,3.19,-68.51,25.86,-11.19,-7.89,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.77,-0.45,0.45,0.82,0.02
600292.SH,远达环保,电力及公用事业,5059693447.20,2.56,17.56,55.67,1.25,-7.87,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.85,-0.17,-0.34,-0.47,-0.46
600310.SH,桂东电力,电力及公用事业,4436874000.00,3.49,1.27,38.36,0.56,-5.78,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.73,-0.22,0.12,-0.40,-0.31
600323.SH,瀚蓝环境,电力及公用事业,12283212208.54,15.69,26.02,23.68,-7.02,-1.43,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.96,-0.14,0.51,0.39,0.43
600388.SH,龙净环保,电力及公用事业,12507885000.00,16.74,10.66,20.67,-7.36,4.44,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,1.11,-0.19,0.59,0.42,0.48
600452.SH,涪陵电力,电力及公用事业,6005440000.00,26.82,54.01,27.69,11.71,-12.76,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,2.50,-0.05,0.41,-1.57,0.32
600461.SH,洪城水业,电力及公用事业,5084982945.00,9.97,19.76,18.88,0.47,-5.75,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.17,-0.16,0.64,-0.39,0.06
600483.SH,福能股份,电力及公用事业,13888838887.30,9.44,27.43,10.88,-7.16,-9.05,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.10,-0.13,0.85,0.40,0.30
600505.SH,西昌电力,电力及公用事业,2978516475.00,5.79,58.52,41.10,1.87,-13.95,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.41,-0.03,0.05,-0.54,-0.23
600509.SH,天富能源,电力及公用事业,5549820381.94,0.76,-77.70,60.34,-10.74,0.62,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-1.10,-0.48,-0.46,0.78,-0.32
600578.SH,京能电力,电力及公用事业,23006364498.37,3.93,210.18,4.17,1.79,-8.80,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.66,0.46,1.03,-0.53,0.07
600617.SH,国新能源,电力及公用事业,5919289623.62,1.22,132.13,26.75,1.44,15.45,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-1.04,0.21,0.43,-0.49,-0.22
600635.SH,大众公用,电力及公用事业,16976527237.83,6.51,-22.71,81.61,-13.81,12.13,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.31,-0.30,-1.02,1.10,-0.13
600642.SH,申能股份,电力及公用事业,25491414569.60,7.10,8.34,6.58,-0.36,5.71,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.23,-0.20,0.97,-0.31,0.06
600644.SH,乐山电力,电力及公用事业,3811876665.72,6.15,52.70,35.93,10.28,-12.85,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.36,-0.05,0.19,-1.42,-0.41
600674.SH,川投能源,电力及公用事业,39002964652.80,15.09,9.27,7.01,-5.04,1.69,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.88,-0.19,0.95,0.18,0.46
600681.SH,百川能源,电力及公用事业,12551840697.00,23.99,16.71,17.04,-4.71,-9.66,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,2.11,-0.17,0.69,0.15,0.69
600719.SH,大连热电,电力及公用事业,2314309712.00,0.37,-19.36,36.17,4.19,-8.57,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-1.16,-0.29,0.18,-0.78,-0.51
600744.SH,华银电力,电力及公用事业,5984577560.64,1.95,104.77,60.59,-4.82,-2.98,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.94,0.12,-0.47,0.16,-0.28
600769.SH,祥龙电业,电力及公用事业,2617340856.00,10.18,-3.41,23.10,30.47,-22.21,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.20,-0.24,0.53,-3.00,-0.63
600780.SH,通宝能源,电力及公用事业,4414034713.55,4.52,182.99,14.99,-3.99,-5.71,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.58,0.37,0.74,0.07,0.15
600795.SH,国电电力,电力及公用事业,53252578159.95,2.68,-34.56,10.00,1.12,-7.01,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.84,-0.34,0.87,-0.46,-0.19
600863.SH,内蒙华电,电力及公用事业,18469021117.68,6.62,37.18,13.17,8.53,-8.18,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.29,-0.10,0.79,-1.23,-0.21
600868.SH,梅雁吉祥,电力及公用事业,8029168912.17,0.95,-77.31,162.62,2.92,-16.08,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-1.08,-0.48,-3.00,-0.65,-1.30
600874.SH,创业环保,电力及公用事业,10212427400.20,9.17,1.46,28.93,-16.60,-7.49,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.06,-0.22,0.37,1.39,0.40
600886.SH,国投电力,电力及公用事业,54898928877.23,12.79,27.71,10.94,-2.53,-2.72,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.56,-0.13,0.85,-0.08,0.30
600900.SH,长江电力,电力及公用事业,371140000000.00,16.31,1.66,3.29,0.00,4.98,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,1.05,-0.22,1.05,-0.34,0.38
600903.SH,贵州燃气,电力及公用事业,15365497864.50,7.33,22.42,39.96,-11.14,1.86,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.19,-0.15,0.08,0.82,0.14
600917.SH,重庆燃气,电力及公用事业,12027880000.00,9.01,1.05,17.32,5.17,-8.67,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.04,-0.22,0.68,-0.88,-0.10
600969.SH,郴电国际,电力及公用事业,2812383678.40,1.12,7.99,111.85,-3.80,-6.71,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-1.05,-0.20,-1.83,0.05,-0.76
600979.SH,广安爱众,电力及公用事业,4369782793.06,6.97,-10.86,21.87,-12.36,-2.60,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.24,-0.26,0.56,0.95,0.25
600982.SH,宁波热电,电力及公用事业,2733763800.00,6.11,57.72,27.78,-7.11,-5.46,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.36,-0.04,0.40,0.40,0.10
600995.SH,文山电力,电力及公用事业,4014836496.00,16.22,88.99,53.61,2.44,-5.13,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,1.04,0.07,-0.28,-0.60,0.06
601016.SH,节能风电,电力及公用事业,11926457200.00,7.55,29.35,21.08,-9.75,-2.79,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.16,-0.13,0.58,0.67,0.24
601139.SH,深圳燃气,电力及公用事业,16917275875.92,11.71,17.60,7.68,-4.08,-5.78,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.41,-0.17,0.94,0.08,0.32
601158.SH,重庆水务,电力及公用事业,28032000000.00,10.04,-32.60,2.63,-4.89,0.34,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.18,-0.33,1.07,0.17,0.27
601199.SH,江南水务,电力及公用事业,3768897476.76,7.16,-21.17,17.78,-5.62,-4.22,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.22,-0.29,0.67,0.24,0.10
601200.SH,上海环境,电力及公用事业,10376573166.68,10.21,11.21,19.60,-5.86,-9.91,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.20,-0.19,0.62,0.27,0.23
601330.SH,绿色动力,电力及公用事业,10333040924.40,10.73,32.12,196.43,-11.81,-5.31,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.28,-0.12,-3.00,0.89,-0.49
601368.SH,绿城水务,电力及公用事业,4819561381.90,8.85,-19.99,9.10,-1.50,-4.12,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.02,-0.29,0.90,-0.19,0.11
601619.SH,嘉泽新能,电力及公用事业,9549020000.00,10.61,63.26,71.34,-11.94,0.28,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.26,-0.02,-0.75,0.90,0.10
601985.SH,中国核电,电力及公用事业,92302999900.00,10.54,5.21,7.41,-1.98,-6.91,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.25,-0.21,0.94,-0.14,0.21
601991.SH,大唐发电,电力及公用事业,51796144815.84,2.70,27.85,4.50,-2.92,-4.52,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.84,-0.13,1.02,-0.04,0.00
603080.SH,新疆火炬,电力及公用事业,2681425000.00,9.27,7.97,74.98,-14.72,4.22,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.07,-0.20,-0.85,1.19,0.06
603126.SH,中材节能,电力及公用事业,3778995000.00,7.99,0.25,47.32,-14.74,-10.50,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.10,-0.22,-0.11,1.19,0.19
603177.SH,德创环保,电力及公用事业,2137160000.00,2.42,-66.39,129.64,-8.71,-3.40,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.88,-0.44,-2.30,0.57,-0.76
603200.SH,上海洗霸,电力及公用事业,2655824855.00,10.99,39.77,72.86,-9.77,-2.85,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.31,-0.09,-0.79,0.68,0.03
603393.SH,新天然气,电力及公用事业,6272000000.00,15.91,59.36,68.77,-2.87,-2.60,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.99,-0.03,-0.68,-0.04,0.06
603568.SH,伟明环保,电力及公用事业,19104833820.00,27.50,45.61,10.83,12.02,-4.52,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,2.60,-0.08,0.85,-1.60,0.44
603588.SH,高能环境,电力及公用事业,7265972582.00,13.31,65.14,31.47,6.49,-13.37,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.63,-0.01,0.31,-1.02,-0.02
603603.SH,博天环境,电力及公用事业,6164099500.00,12.46,20.47,29.66,-14.72,-9.32,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.51,-0.16,0.35,1.19,0.48
603686.SH,龙马环卫,电力及公用事业,3734571887.95,10.62,-5.95,32.23,-15.67,-5.84,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.26,-0.24,0.29,1.29,0.40
603689.SH,皖天然气,电力及公用事业,3948000000.00,9.06,62.67,59.78,-0.68,-4.26,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.05,-0.02,-0.45,-0.27,-0.17
603693.SH,江苏新能,电力及公用事业,8577840000.00,8.13,0.55,144.36,-12.48,-1.22,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.08,-0.22,-2.69,0.96,-0.51
603706.SH,东方环宇,电力及公用事业,3676800000.00,11.44,-2.87,205.40,-11.10,4.22,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.37,-0.23,-3.00,0.82,-0.51
603797.SH,联泰环保,电力及公用事业,3048628600.00,7.03,13.79,82.61,-5.18,-3.15,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.24,-0.18,-1.05,0.20,-0.32
603817.SH,海峡环保,电力及公用事业,3258000000.00,7.94,19.10,56.38,-8.12,-3.45,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,-0.11,-0.16,-0.35,0.50,-0.03
603903.SH,中持股份,电力及公用事业,2327258880.00,12.15,70.10,71.21,-8.75,-10.21,8.74,7.22,68.52,305.35,43.00,37.71,-3.29,9.58,0.47,0.01,-0.75,0.57,0.07
000008.SZ,神州高铁,机械,11929612034.34,4.51,-61.57,53.15,-7.14,-11.19,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.62,-0.58,0.35,0.25,-0.15
000039.SZ,中集集团,机械,32500580119.82,9.69,28.81,26.45,-5.23,-12.09,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,0.19,-0.07,0.74,0.08,0.24
000157.SZ,中联重科,机械,37310955497.01,5.33,56.78,26.73,10.49,8.48,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.50,0.09,0.73,-1.32,-0.25
000425.SZ,徐工机械,机械,35878201409.40,7.56,99.82,45.05,4.09,-6.55,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.14,0.33,0.47,-0.75,-0.02
000528.SZ,柳工,机械,10834618653.60,8.43,127.62,79.11,-5.65,-8.74,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.01,0.49,-0.02,0.12,0.14
000530.SZ,大冷股份,机械,3313522021.92,3.25,-45.24,79.23,-4.40,-3.07,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.82,-0.49,-0.03,0.01,-0.33
000570.SZ,苏常柴A,机械,2379107443.92,2.89,31.88,68.13,-11.19,-3.66,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.88,-0.05,0.13,0.61,-0.05
000584.SZ,哈工智能,机械,4980193632.68,7.31,3.44,40.05,-10.96,-10.60,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.18,-0.21,0.54,0.59,0.18
000680.SZ,山推股份,机械,5223715842.31,2.41,40.47,107.36,2.68,-11.40,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.96,-0.00,-0.43,-0.62,-0.50
000777.SZ,中核科技,机械,5444529820.60,7.82,157.25,78.14,-3.27,-8.87,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.10,0.66,-0.01,-0.09,0.11
000811.SZ,冰轮环境,机械,5910140066.55,10.16,-8.84,89.13,-0.77,3.43,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,0.27,-0.28,-0.17,-0.32,-0.13
000821.SZ,京山轻机,机械,4704176347.20,6.12,-2.94,38.22,-9.15,-1.14,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.37,-0.25,0.57,0.43,0.09
000852.SZ,石化机械,机械,5401363940.70,0.77,-7.90,52.45,-0.99,3.77,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-1.21,-0.28,0.36,-0.30,-0.36
000856.SZ,冀东装备,机械,3209780000.00,7.37,-2.61,119.72,-25.54,-7.99,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.17,-0.25,-0.61,1.90,0.22
000880.SZ,潍柴重机,机械,2379986310.00,3.07,77.07,71.36,-7.01,-1.16,8.48,6.35,41.00,177.03,77.43,69.19,-4.31,11.20,-0.85,0.20,0.09,0.24,-0.08
